Construct,R2,Communality,Redundancy,AVE
ESD,0.37403838401314715,0.719889838419427,0.2692664318298881,0.719889838419427
PjBL,0.0,0.7007023842311894,0.0,0.7007023842311895
RPP,0.978048337657701,0.9999999999999993,0.9780483376577004,0.9999999999999993
STEM,0.45058977932710176,0.4795530770606601,0.21608171516839544,0.4795530770606601
TPACK,0.5152136939371709,0.4176358302946531,0.21517169884662563,0.4176358302946531
