Path,Boot_Mean,Std_Error,t_value,p_value,CI_2.5%,CI_97.5%
PjBL -> ESD,0.6178048948876809,0.0650610825977589,9.495767211671971,0.0,0.48532966638843966,0.7394862874487564
PjBL -> STEM,0.6864719141592879,0.054412091212416976,12.616164879225103,0.0,0.5727458133807412,0.7819511798635335
PjBL -> TPACK,0.7316938444548976,0.055036439528014645,13.29471620493275,0.0,0.610155398258494,0.8228399112999286
PjBL -> RPP,0.034451394602192716,0.04473395525683321,0.7701396937604839,0.4412170322687259,-0.055095248580187176,0.12256926921414621
ESD -> RPP,0.3380784148065443,0.040464396223464254,8.354960072541536,0.0,0.2635434077640925,0.423164318262455
STEM -> RPP,0.48522879174383904,0.0369962852225108,13.115608467863044,0.0,0.4120325158202212,0.5561341818239092
TPACK -> RPP,0.41820924170589585,0.0368595951917755,11.346007451520007,0.0,0.34499556366490186,0.4906324862402845
