Path,Source,Target,Beta,Boot_Mean,Std_Error,t_value,p_value,CI_2.5%,CI_97.5%,Significant_0.05,f2,f2_interpretation,Rank
PjBL -> TPACK,PjBL,TPACK,0.7272278718830303,0.7316938444548976,0.055036439528014645,13.29471620493275,0.0,0.610155398258494,0.8228399112999286,Yes,1.1225130567417445,Large,1
PjBL -> STEM,PjBL,STEM,0.6825777520492575,0.6864719141592879,0.054412091212416976,12.616164879225103,0.0,0.5727458133807412,0.7819511798635335,Yes,0.8723519826504366,Large,2
PjBL -> ESD,PjBL,ESD,0.616757707323239,0.6178048948876809,0.0650610825977589,9.495767211671971,0.0,0.48532966638843966,0.7394862874487564,Yes,0.6139186137023702,Large,3
